Action,ProductSKU,ProductName,QuantityToProduce,BufferPercent,ProductionInstructionUrl,IgnoreCumulativeLeadTime,ProductionLeadTime,Version,VersionName,VersionDefault,MinQuantity,MaxQuantity,DeviationPercent,RunSize,OperationSequence,OperationType,OperationName,CycleTime,UnitPerCycle,WorkCentreCode,WorkCentreName,PreviousStep,ItemType,ComponentSKU_ResourceCode,ComponentName_ResourceName,Quantity,WastageQuantity_ForStockComponentOnly,WastagePercent_ForStockComponentOnly,CostAllocationType,SalesValue,CostOfWastage,DeliveryTo_LocationName,DeliveryTo_BinName,CoManPriceTier,Tracing,IssueMethodComponent,IssueMethodParameter,OperationIsBackflush,ComponentIsBackflush,ResourceCostType
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R109/W/FL,Stem Elbow 1/4" x 1/4",1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R169/W/FL,Straight Adaptor  1/4" x 1/4" BSP,3,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R129/W/AC,Universal Tap Body Eco Brass,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R38/N/FX,Screw Stainless Steel Countersunk Post Torx Machine (304) M6 x 16,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R52/N/FX,Security Screw Countersunk Post Torx M6 x 20 (304),2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,PBA-41PTTD,Top Tap Dispenser Production BOM Assembly,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,2,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R126/N/AC,5.0mm Aluminium Tread Foot Pedal,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R171/N/FX,"12mm x 12mm Square Bar, 4 metre length",0.125,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R168/W/AV,BS116N70AS4020 O-Ring,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R134/N/FX,Foot Pedal Bracket,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R131/W/FL,Hex Connector Top Acetal with O-Ring groove,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R164/N/FX,M4 x 12mm Pan Phillips,4,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R53/N/FX,M6 S/S 304 Hex Nut,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R163/N/FX,M6 S/S Nylock Nut,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R162/N/FX,M6 S/S Spring Washer,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R166/N/FX,M6 S/S Washer,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R161/N/FX,M6 x 65mm S/S Set Screw,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R165/N/FX,M7 Hex Nut,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R170/W/FL,Plug 1/4" AB||26,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R109/W/FL,Stem Elbow 1/4" x 1/4",1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R169/W/FL,Straight Adaptor  1/4" x 1/4" BSP,3,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R129/W/AC,Universal Tap Body Eco Brass,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,PBA-41PTTD,Top Tap Dispenser Production BOM Assembly,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,3,,No,,,,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R126/N/AC,5.0mm Aluminium Tread Foot Pedal,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R171/N/FX,"12mm x 12mm Square Bar, 4 metre length",0.125,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R217/W/AV,OR019x3N70AS4020 O-Ring,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R134/N/FX,Foot Pedal Bracket,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R131/W/FL,Hex Connector Top Acetal with O-Ring groove,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R164/N/FX,M4 x 12mm Pan Phillips,4,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R53/N/FX,M6 S/S 304 Hex Nut,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R163/N/FX,M6 S/S Nylock Nut,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R162/N/FX,M6 S/S Spring Washer,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R166/N/FX,M6 S/S Washer,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R161/N/FX,M6 x 65mm S/S Set Screw,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R165/N/FX,M7 Hex Nut,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R170/W/FL,Plug 1/4" AB||26,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R109/W/FL,Stem Elbow 1/4" x 1/4",1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R169/W/FL,Straight Adaptor  1/4" x 1/4" BSP,3,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R129/W/AC,Universal Tap Body Eco Brass,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,PBA-41PTTD,Top Tap Dispenser Production BOM Assembly,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,4,,No,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R126/N/AC,5.0mm Aluminium Tread Foot Pedal,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R171/N/FX,"12mm x 12mm Square Bar, 4 metre length",0.125,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R217/W/AV,OR019x3N70AS4020 O-Ring,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R134/N/FX,Foot Pedal Bracket,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R235/W/FL,Hex Connector Top S/S with O-Ring groove,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R164/N/FX,M4 x 12mm Pan Phillips,4,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R53/N/FX,M6 S/S 304 Hex Nut,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R163/N/FX,M6 S/S Nylock Nut,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R162/N/FX,M6 S/S Spring Washer,2,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R166/N/FX,M6 S/S Washer,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R161/N/FX,M6 x 65mm S/S Set Screw,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R165/N/FX,M7 Hex Nut,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R170/W/FL,Plug 1/4" AB||26,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R109/W/FL,Stem Elbow 1/4" x 1/4",1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R169/W/FL,Straight Adaptor  1/4" x 1/4" BSP,3,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R129/W/AC,Universal Tap Body Eco Brass,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R69/W/AV,Valve Spindle Hex Stainless Steel (303/304),1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,PBA-41PTTD,Top Tap Dispenser Production BOM Assembly,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-42PPT,Pedal Top Production BOM Assembly,1,0,,No,0,5,,Yes,,,0,,1,Manufacturing,Pedal Top Production BOM Assembly,1500,1,PWC01,Pre-Assembly Station,,Component,R126/N/AC,5.0mm Aluminium Tread Foot Pedal,1,0,0,,,,,,,No,Manual,0,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R171/N/FX,"12mm x 12mm Square Bar, 4 metre length",0.125,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R168/W/AV,BS116N70AS4020 O-Ring,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R134/N/FX,Foot Pedal Bracket,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R132/W/FL,Hex Connector Side Acetal with O-Ring groove,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R164/N/FX,M4 x 12mm Pan Phillips,4,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R86/N/FX,M6 Rivnut CSK,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R53/N/FX,M6 S/S 304 Hex Nut,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R163/N/FX,M6 S/S Nylock Nut,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R162/N/FX,M6 S/S Spring Washer,2,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R166/N/FX,M6 S/S Washer,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R161/N/FX,M6 x 65mm S/S Set Screw,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R165/N/FX,M7 Hex Nut,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R71/W/AV,O-Ring 6mm 6 x 10 x 2 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R72/W/AV,O-Ring 6mm 6 x 11 x 2.5 DURO 70 AS 4020,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R170/W/FL,Plug 1/4" AB||26,1,0,0,,,,,,,No,Manual,,No,No,
Create/Update,PBA-43PPS,Pedal Side Production BOM Assembly,1,0,,No,0,1,,No,,,,,1,Manufacturing,Pedal Side Production BOM Assembly,1020,1,PWC01,Pre-Assembly Station,,Component,R75/W/AV,Spring Stainless Steel (304),1,0,0,,,,,,,No,Manual,,No,No,
