Name,Status,Currency,PaymentTerm,TaxRule,AccountPayable,Carrier,Discount,TaxNumber,AttributeSet,AdditionalAttribute1,AdditionalAttribute2,AdditionalAttribute3,AdditionalAttribute4,AdditionalAttribute5,AdditionalAttribute6,AdditionalAttribute7,AdditionalAttribute8,AdditionalAttribute9,AdditionalAttribute10,Comments,ContactName,JobTitle,Phone,MobilePhone,Fax,Email,Website,ContactComment,ContactDefault,ContactIncludeInEmail,IsAccountingDimensionEnabled,DimensionAttribute1,DimensionAttribute2,DimensionAttribute3,DimensionAttribute4,DimensionAttribute5,DimensionAttribute6,DimensionAttribute7,DimensionAttribute8,DimensionAttribute9,DimensionAttribute10
Errand Transport Services Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Errand Transport Services Pty Ltd,,,,,accounts@errand.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Errand Transport Services Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Patrick Petsis,,03 92711586,,,accounts@errand.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Eugene Lynch,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Europcar,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Evan Evans,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Ben Burger,,03 8413 6600,,,bburger@evanevans.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Evan Evans,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Dan Butler,,,,,dbutler@evanevans.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Evan Evans,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Evan Evans,,03 8413 6600,,,mfernandaz@evanevans.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Evan Evans,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Maria Fernandaz,,03 8413 6600,,,mfernandaz@evanevans.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Evan Evans,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Teresa Tran,,03 8413 6600,,,ttran@evanevans.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
EXETEL PTY LTD,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,35 097 986 546,,,,,,,,,,,,,EXETEL PTY LTD,,,,,billing@exetel.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Facebook - Launch Zone,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
FAL Lawyers,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,FAL Lawyers,,,,,accounts@fal-lawyers.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
FASTSPRING,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Flashbay Pty Limited,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,95158861011,Suppliers Data,,,,,,,,,,,,Accounts,,742299674,,,accounts@flashbay.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Flight Centre,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Charlotte Galpin,,,,,charlotte.galpin@flightcentre.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Flight Centre,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,FLIGHTCENTRE,,,,,phillip.arnott@flightcentre.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Flight Centre,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Will Gibson,,,,,will.gibson@flightcentre.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
FML Plumbing and Civil Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,FML Plumbing and Civil Pty Ltd,,(07)54281194,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,
FML Plumbing and Civil Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,James Lynch,,(07)54281194,,,james@fmlplumbingandcivil.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Folding Workbench,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,51006403390,,,,,,,,,,,,,Accounts,,409948615,,,foldingworkbench1@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Folding Workbench,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,51006403390,,,,,,,,,,,,,David Delagatta,,409948615,,,david.dellagatta@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Foodworks,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Fred,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Frigmac,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Frigmac,,,,,janet@frigmac.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Frigmac,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Janet,,,,,janet@frigmac.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Frigmac Pty Ltd,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Frigmac Pty. Ltd,Active,AUD,30 days,GST on Expenses,22000,,0,45008831392,,,,,,,,,,,,,Janet Melrose,,08 9250-2440,,,info@frigmac.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
FRP Printing PTY LTD,Active,AUD,Payment Before Production,GST on Expenses,22000,,0,11006831349,,,,,,,,,,,,,Colin Newell,,3 53393737,,,colin@frpprinting.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
G M Sponsors Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Gallery Restaurant,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
GE Rentals,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,78406670935,Suppliers Data,,,,,,,,,,,,Accounts,,,,,accounts@gerentals.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
General Laser,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,,0,64099094292,,,,,,,,,,,,,Chethan Lingaraju,,03 9312 1733,,,sales@generallaser.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
GG Plumbing Corporation Pty Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,23 041 833 140,,,,,,,,,,,,,GG Plumbing Corporation Pty Ltd,,02 6241 2222,,,ggplumbing@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Glenn Smith's Photo & Video Accessories Pty Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
GM Sponsors,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Bert Benne,,,,,gmsponsors@hotmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
GM Sponsors,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Shaun Soria,,,,,shaun@aquabubbler.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
GNC Plumbing & Maintenance,Active,AUD,Payment Before Production,VAT on Import,22000,,0,34387801577,,,,,,,,,,,,,Glenn Stephen,,,,,gncplumbing@outlook.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Go International Aid Fund,Active,AUD,30 days,GST on Income NZ,22000,,0,,,,,,,,,,,,,,Go International Aid Fund,,,,,elizabeth.kuiper@chc.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Grand Packaging Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Ian Jordan,,0402 460 865,,,kelvincartons@bigpond.com,,,TRUE,FALSE,FALSE,,,,,,,,,,
Griffith University,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,78106094461,,,,,,,,,,,,,Delwyn Langdon,,07 3735 7111,,,d.langdon@griffith.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Grub Food Van,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Habitania,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Hampton Travel and Cuisine,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Hare & Forbes Machinery House,Active,AUD,Payment Before Production,VAT on Import,22000,,0,96000286957,,,,,,,,,,,,,Leigh Colbert,,,,,lcolbert@machineryhouse.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Hayden Burke,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Hayden Burke,,,,,hayden.burke@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
HD&U Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,14658143054,Suppliers Data,,,,,,,,,,,,Accounts,,61405405757,,,admin@hdandu.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
HD&U Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,14658143054,Suppliers Data,,,,,,,,,,,,Rani Blake,,61405405757,,,rani.blake@icloud.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Headsetsonline PTY LTD,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
HEJO'S,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Henry Young,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Henry Young,,,,,henryyoung44@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Hightide,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Highview Gas,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Hogans Accountants and Business Advisors,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Nerida Soo,,,,,admin@jhogan.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Hon Jim Chan,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Jimmy Chan,,03 4308 0200,0419 489 346,,artichoke@ncable.net.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Hose Factory,Active,AUD,Payment Before Delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Matt Steiner,,0410 879 514,,,matt@aquabubbler.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Hose Factory,Active,AUD,Payment Before Delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Purchasing,,,,,purchasing@aquabubbler.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Hose Factory,Active,AUD,Payment Before Delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Tammy Akarian,,0410 879 514,,,tammy@hosefactory.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Hotel Grand Chancellor Hobart,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
HRMWEB Pty Ltd,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
IAPMO R and T Oceana,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
IAPMO R&T Oceana,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Elizabeth Selby,,,,,elizabeth.selby@iapmooceana.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
IAPMO R&T Oceana,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Gillian,,,,,gillian.b@iapmooceana.org,,,FALSE,FALSE,FALSE,,,,,,,,,,
IAPMO R&T Oceana,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,IAPMO R and T Oceana,,,,,melanie.steele@iapmooceana.org,,,TRUE,FALSE,FALSE,,,,,,,,,,
IAPMO R&T Oceana,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Remittance,,,,,finance@iapmooceana.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
Ideal Body Repairs Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Graeme Curtin,,03 9427 0566,,,info@idealbodyrepairs.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
IGA,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Imperial Cartons,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,97368123164,Suppliers Data,,,,,,,,,,,,Accounts,,03 9315 4066,,03 9315 4030,accounts@imperialcartons.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
Imperial Cartons,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,97368123164,Suppliers Data,,,,,,,,,,,,Ashley Hales,,03 9315 4066,,03 9315 4030,sales@imperialcartons.com.au,https://www.imperialcartons.com.au/,,TRUE,TRUE,FALSE,,,,,,,,,,
Independent Mediators Australia,Active,AUD,Payment Before Production,VAT on Import,22000,,0,89623319460,,,,,,,,,,,,,Stewart McMulling,,61 4 18542188,,,stewart@independentmediators.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Independent Primary School Heads of Australia Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Laura Fries,,,,,admin@ipsha.org.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Insight Plumbing Services Pty Ltd,Active,AUD,Payment Before Production,VAT on Import,22000,,0,20100927400,,,,,,,,,,,,,Natalie Barnsley,,0419 445 119,0410 494 242,,natalie@insightplumbing.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Insight Plumbing Services Pty Ltd,Active,AUD,Payment Before Production,VAT on Import,22000,,0,20100927400,,,,,,,,,,,,,Robert Simmons,,0419 445 119,0410 494 242,,rob@insightplumbing.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Inspired Peak Performance,Active,AUD,30 days,GST on Expenses,22000,,0,24 675 092 057,,,,,,,,,,,,,Kyla Price,,,,,ippshuntsbookings@gmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Insurance Advisernet,Active,AUD,60 days,GST on Expenses,22000,,0,15003886687,,,,,,,,,,,,,Craig Wells,,,,,cwells@mcqueengi.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Insurance Advisernet,Active,AUD,60 days,GST on Expenses,22000,,0,15003886687,,,,,,,,,,,,,Insurance Advisernet,,,,,cwells@mcqueengi.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
International Baccalaureate,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,International Baccalaureate,,,,,ibap.arc@ibo.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
INV-125523,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
IOSXPERT.BIZ,Active,USD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,,Suppliers Data,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
IP Australia,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
IPHSHA Ltd,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
IPSHA Ltd (Qld Branch),Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,IPSHA Ltd (Qld Branch),,,,,l.mcguire@staidans.qld.edu.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
IPSHA Ltd (Qld Branch),Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Louise McGuire,,,,,l.mcguire@staidans.qld.edu.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Itec15,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
itGenius Australia Pty Ltd,Active,AUD,Payment Before Production,VAT on Import,22000,,0,73151116906,,,,,,,,,,,,,Celeste,,02 88809821,,,celeste@itgenius.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
J.C Gilmore Pty Ltd,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Travis Fanning,,03  96461222,,,travis@gilmores.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
J.H. Hebbard Pty Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,87007615312,,,,,,,,,,,,,J.H. Hebbard Pty Ltd,,82945400,,82945700,info@jhhebbard.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Jaen Corp,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Jaen Corp,,,,,poyntonjames62@gmail.com,,,TRUE,FALSE,FALSE,,,,,,,,,,
Jaen Corp,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,James Poynton,,,,,poyntonjames62@gmail.com,,,TRUE,TRUE,FALSE,,,,,,,,,,
James Taylor Plumbing,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,63660320435,Suppliers Data,,,,,,,,,,,,James Taylor,,415674625,,,jamestaylor1313@hotmail.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
JasonL,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,JasonL,,,,,accounts@jasonl.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
JCC,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Jen Fortune Graphic Art,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,Jen Fortune Graphic Art,,,,,accounts@aquabubbler.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Jim McCarthy Lawyers,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Jim McCarthy,,,,,ga@mccarthylawyers.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Jim McCarthy Lawyers,Active,AUD,60 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,Jim McCarthy Lawyers,,,,,ga@mccarthylawyers.com.au,,,FALSE,FALSE,FALSE,,,,,,,,,,
JJ's Waste & Recycling,Active,AUD,Payment Before Production,VAT on Import,22000,,0,40000805425,,,,,,,,,,,,,Accounts,,+61 3 97945722,,,ar.melbourne@jjswaste.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Joannes Kitchen,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Jobfit Health Group Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,40083014340,Suppliers Data,,,,,,,,,,,,Accounts,,81778600,,,accounts.receivable@jobfit.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Jobfit Health Group Pty Ltd,Active,AUD,Cash On Delivery COD,GST on Expenses,22000,DEFAULT Carrier,0,40083014340,Suppliers Data,,,,,,,,,,,,Remittance,,81778600,,,eft.accounts@jobfit.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
John Guest,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
John Guest Pacific Ltd - RWC,Active,AUD,30 days,GST on Expenses,22000,,0,71004784301,,,,,,,,,,,,,Accounts,,02 9737 9088,,,eft@rmc.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
John Guest Pacific Ltd - RWC,Active,AUD,30 days,GST on Expenses,22000,,0,71004784301,,,,,,,,,,,,,John Guest Pacfic Ltd,,02 9737 9088,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
John Sewell Management Consulting,Active,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
July & Co.,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Just Pro Tools,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Just Tools,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Keefer Bros (Aust) Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Reg Anderson,,03 9580 4777,,,sales@keeferbros.com.au,,,TRUE,FALSE,FALSE,,,,,,,,,,
Kelba (Australia),Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Kelba (Australia),,,,,kelba@kelba.com,,,TRUE,TRUE,FALSE,,,,,,,,,,
Kevin Dennis Holden & HSV,Active,AUD,30 days,GST on Expenses,22000,,0,GST,,,,,,,,,,,,,Mark,,03 9292 9292,,,,,,TRUE,FALSE,FALSE,,,,,,,,,,
Kimberley College,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Donna Foxwell,,07 3209 0300,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Kimberley College,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Kevin Ferguson,,07 3209 0300,,,kevin@kimberleycollege.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
Kimberley College,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Sherin Koshy,,07 3209 0300,,,accountspayable@kimberleycollege.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
Kimberley College,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,Talis Blums,,07 3209 0300,,,t.blums@kimberleycollege.org,,,FALSE,TRUE,FALSE,,,,,,,,,,
Kingmill Pty Ltd,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
Kiwa WaterTec,Active,GBP,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,,,,,,,,,,,,,,David Watkins,,,,,,,,FALSE,TRUE,FALSE,,,,,,,,,,
Koodak Jewellers Suppliers,Active,AUD,Payment Before Delivery,GST on Expenses,22000,,0,95125359679,,,,,,,,,,,,"cartons for T15 security keys
Payment by Credit Card",Rebecca,,03 9654 5811,,,koodak@koodak.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
KRS Valves,Deprecated,AUD,30 days,GST on Expenses,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
KRS Valves Pty. Ltd.,Active,AUD,30 days,GST on Expenses,22000,,0,17123867925,,,,,,,,,,,,,Sharon Barnfield,,02 4393 1361,,,sharonb@cleanwaterproducts.com.au,,,TRUE,TRUE,FALSE,,,,,,,,,,
Kudu Removals Australia,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,99 124 341 279,,,,,,,,,,,,,Jodie Cooper,,03 9569 5830,,03 9569 5860,jo@kuduremovals.com,,,FALSE,TRUE,FALSE,,,,,,,,,,
Kudu Removals Australia,Active,AUD,Payment 50% Before Dispatch & 50% After Reception,VAT on Import,22000,,0,99 124 341 279,,,,,,,,,,,,,Kudu Removals Australia,,03 9569 5830,,03 9569 5860,,,,FALSE,TRUE,FALSE,,,,,,,,,,
Lander & Rogers (Lawyers),Active,AUD,Payment Before Production,VAT on Import,22000,,0,58207240529,,,,,,,,,,,,,Laura Clark,,+61 3 92699632,,,lclark@landers.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Lazy Moes,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,,,,,,,,,,
LCB Consulting,Active,AUD,Payment Before Production,VAT on Import,22000,,0,59433890786,,,,,,,,,,,,,Laura,,+61 04 12896363,,,laura@lcbconsulting.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Learning Environments Australasia,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,26108413074,,,,,,,,,,,,,Brianna Rickmann,,,,,brianna@bccm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Learning Environments Australasia,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,26108413074,,,,,,,,,,,,,Learning Environments Australasia,,,,,info@bccm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Learning Environments Australasia,Active,AUD,Payment just after delivery,GST on Expenses,22000,,0,26108413074,,,,,,,,,,,,,Ros Christie,,,,,info@bccm.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Leishman Associates,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Emily Marriott,,,,,emily@laevents.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Leishman Associates,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Kan Losaengsuwan,,,,,kan@leishman-associates.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
Leishman Associates,Active,AUD,30 days,GST on Income,22000,,0,,,,,,,,,,,,,,Leishman Associates,,,,,sarah@laevents.com.au,,,FALSE,TRUE,FALSE,,,,,,,,,,
