	Category	Start Date	Status	Name		Duration	Linked	Owner	Details	
	Operation	"5/4/2022, 10:45 am"	Confirmed	"Meeting with Jenny regarding Logistics and Lucille improments for the Customer Order Screen"		"50 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"5/4/2022, 10:10 am"	Confirmed	"Trainning Jenny in Dear"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"5/4/2022, 10:00 am"	Confirmed	"Create PO-03287"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"5/4/2022, 9:25 am"	Confirmed	"Checking stock issues in factory"		"35 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"5/4/2022, 9:05 am"	Confirmed	"Catching up with Emails"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"4/4/2022, 3:20 pm"	Cancelled	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
		"4/4/2022, 9:30 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	Operation	"1/4/2022, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"1/4/2022, 4:00 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Operation	"1/4/2022, 3:15 pm"	Confirmed	"Quick catchup with David regarding BOMs"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 3:00 pm"	Confirmed	"quick meeting with Joanne"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 2:40 pm"	Confirmed	"Checking stock eco brass left and acetal for hex connector and Tap Bodies"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"1/4/2022, 2:00 pm"	Confirmed	"HR meeting"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 1:30 pm"	Confirmed	"Working on Reporting process"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"1/4/2022, 1:00 pm"	Confirmed	"Working on Price increase of our tap components"		"25 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"1/4/2022, 12:38 pm"	Confirmed	"Called BWT Australia"		"6 minutes"	"BWT Australia"	"Shaun Soria "		
	Operation	"1/4/2022, 12:20 pm"	Confirmed	"Watermark filter p1t"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 12:00 pm"	Confirmed	"Filling the Performance review"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"1/4/2022, 11:45 am"	Confirmed	"helping factory team with stock checking"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"1/4/2022, 11:20 am"	Confirmed	"reflecting on performance review"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 11:05 am"	Confirmed	"Working on Watermark pt2"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 10:45 am"	Confirmed	"Meeting with Jenny"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 10:20 am"	Confirmed	"working on Watermark requirements"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"1/4/2022, 9:55 am"	Confirmed	"Proc: checking R14 R15 R131 R132 R195 R22 R102 R67 R52 R160 on factory team request"		"25 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"1/4/2022, 9:40 am"	Confirmed	"Meeting with Dil and Daniel regarding their request to access Dear and stock updates"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"1/4/2022, 9:30 am"	Confirmed	"Meeting with David"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"1/4/2022, 9:15 am"	Confirmed	"Checking stock on request of factory team"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"1/4/2022, 9:00 am"	Confirmed	"Catching up with emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"31/3/2022, 5:00 pm"	Confirmed	"Productions Meeting"		"1 hour 15 minutes"		"Lourdes Ordonez"		
	Operation	"31/3/2022, 4:40 pm"	Confirmed	"Preparing for the meeting"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"31/3/2022, 3:50 pm"	Confirmed	"Meeting with Joanne regarding the OKR catching setting at the factory"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"31/3/2022, 3:35 pm"	Confirmed	"Meeting with Jenny and Des regarding number discrepencies with Lucille"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 3:25 pm"	Confirmed	"Working on report for the Production Meeting"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	IT	"31/3/2022, 2:50 pm"	Confirmed	"working on the NBN / Internet - Offer"		"35 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"31/3/2022, 2:40 pm"	Confirmed	"Preparing inmould graphics for dispatch"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 2:30 pm"	Confirmed	"Checking inmould graphics for Jenny"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 2:05 pm"	Confirmed	"Meeting with David and Joanne"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"31/3/2022, 1:35 pm"	Confirmed	"Meeting with Joanne"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 1:00 pm"	Confirmed	"Meeting with [Joanne] & [Joanne + David]"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"31/3/2022, 12:30 pm"	Confirmed	"Lunch Break"		"30 minutes"		"Shaun Soria "		
	Operation	"31/3/2022, 12:15 pm"	Confirmed	"Meeting with Joanne"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 11:40 am"	Confirmed	"OKR meeting "		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 11:35 am"	Confirmed	"meeting with Joanne"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"WORKLIFE & OKR Objectives"	"31/3/2022, 11:30 am"	Confirmed	"OKR Huddle Meeting"		"30 minutes"		"Lourdes Ordonez"		
	Operation	"31/3/2022, 10:55 am"	Confirmed	"Meeting with Jenny regarding Lucille and Dear process"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"31/3/2022, 10:50 am"	Confirmed	"meeting with Henry regarding filter allocation for SDRs"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"31/3/2022, 10:40 am"	Confirmed	"Resolving issue for PO-03278"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"31/3/2022, 10:30 am"	Confirmed	"checking filter stock for the SDR allocation in April"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"31/3/2022, 10:15 am"	Confirmed	"Catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"30/3/2022, 4:45 pm"	Confirmed	"Proc report"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 4:00 pm"	Confirmed	"Working on BOMs pt1"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 3:25 pm"	Confirmed	"Meeting with Jenny and Shane to resole PBA-12PPTF/R188 issue "		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"30/3/2022, 3:15 pm"	Confirmed	"meeting with Emar regarding reporting from accounts"		"10 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Report	"30/3/2022, 2:45 pm"	Confirmed	"OKR Report pt1"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 2:00 pm"	Confirmed	"report chekcing stock discrepency"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"30/3/2022, 1:20 pm"	Confirmed	"working on accountspt1"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 1:00 pm"	Confirmed	"Watermark pt3"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"30/3/2022, 12:30 pm"	Confirmed	"lunch break"		"30 minutes"		"Shaun Soria "		
	Operation	"30/3/2022, 12:00 pm"	Confirmed	"working on Watermark pt2"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 11:50 am"	Confirmed	"Meeting with Factory Team regarding the DD on the production screen"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"30/3/2022, 11:40 am"	Confirmed	"Checking PO-03284"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"30/3/2022, 11:20 am"	Confirmed	"working on ops reporting process pt1"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 10:50 am"	Confirmed	"working Watermark non-compliance issue closure pt1"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 10:15 am"	Confirmed	"trained by David regarding the water compressor testing"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"30/3/2022, 10:00 am"	Confirmed	"catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"29/3/2022, 5:00 pm"	Cancelled	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Report	"29/3/2022, 4:30 pm"	Confirmed	"Ops reporting "		"1 hour"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/3/2022, 3:55 pm"	Confirmed	"working on BOMs"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/3/2022, 3:45 pm"	Confirmed	"meeting with Shane regarding avila college"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/3/2022, 2:45 pm"	Confirmed	"working on Proc / Op process report pt2"		"1 hour"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"29/3/2022, 2:10 pm"	Confirmed	"working on AU filter pt2"		"30 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	IT	"29/3/2022, 1:45 pm"	Confirmed	"working on account security + ITGenius"		"25 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"29/3/2022, 1:30 pm"	Confirmed	"Working on Watermark for he Australia Filter"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/3/2022, 1:00 pm"	Confirmed	"Working on BOM"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"29/3/2022, 12:30 pm"	Confirmed	"lunch break"		"30 minutes"		"Shaun Soria "		
	📊Accounts	"29/3/2022, 11:40 am"	Confirmed	"Catching up on Admin/Accounting tasks "		"40 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"29/3/2022, 11:20 am"	Confirmed	"working ID331 ETA and stock availability"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"29/3/2022, 11:10 am"	Confirmed	"Working on Von Pace contact details for smooth ordering"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"29/3/2022, 10:40 am"	Confirmed	"working on ID331 and ID338 + meeting with Jenny"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"29/3/2022, 10:35 am"	Confirmed	"requesting Emar to assist with account request"		"5 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"29/3/2022, 9:55 am"	Confirmed	"Working on OKR / process"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/3/2022, 9:40 am"	Confirmed	"catching up emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"29/3/2022, 9:30 am"	Confirmed	"meeting with Barry and David regarding the new laser setup"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 4:00 pm"	Confirmed	"Working on report + proc pt2"		"1 hour 30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"28/3/2022, 3:45 pm"	Confirmed	"Holiday Request"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"28/3/2022, 3:30 pm"	Confirmed	"Sales Catch up with Shaun"		"15 minutes"		"Lourdes Ordonez"		
	Operation	"28/3/2022, 3:00 pm"	Confirmed	"working on reporting / process improvement pt1"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"28/3/2022, 2:40 pm"	Confirmed	"Working on POs"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"28/3/2022, 2:35 pm"	Confirmed	"Quick catch up with Jenny"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 1:25 pm"	Confirmed	"Tagging and checking Filter BOM"		"1 hour 10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 1:15 pm"	Confirmed	"Replying to Lee and forwarding Request to Emar"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 1:00 pm"	Confirmed	"working on BOM update pt1"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"28/3/2022, 12:30 pm"	Confirmed	"Lunch Break"		"30 minutes"		"Shaun Soria "		
	Operation	"28/3/2022, 12:10 pm"	Confirmed	"WOrking on filter pt2"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 11:50 am"	Confirmed	"Working ID360 358 352 349 348"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 11:40 am"	Confirmed	"Working ID360"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"28/3/2022, 11:15 am"	Confirmed	"Filter pt1"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"28/3/2022, 10:55 am"	Confirmed	"working WHS policies"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"28/3/2022, 10:35 am"	Confirmed	"working on report process"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"28/3/2022, 10:15 am"	Confirmed	"account pt1"		"20 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"28/3/2022, 10:07 am"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	Operation	"28/3/2022, 10:00 am"	Confirmed	"catching up with emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
		"28/3/2022, 9:30 am"	Confirmed	"Worklife Weekly Survey"		"5 minutes"		"Shaun Soria "		
	Operation	"25/3/2022, 5:00 pm"	Confirmed	"OPM Weekly Huddle"		"15 minutes"		"Cecille Mendoza"	"1. Operations Report     PCF report - Account Manager OA     Production report - Account Manager AOM     Value report - Account Manager AOM  2. What are your big rocks this week and solution taken?  3. What are your big achievements this week?  4. What are your targets next week?"	
	"WORKLIFE & OKR Objectives"	"25/3/2022, 4:00 pm"	Confirmed	"AQB_Show N Tell"		"30 minutes"		"Lourdes Ordonez"	" "	
	Procurement	"25/3/2022, 3:10 pm"	Confirmed	"ordering Abbe R02 & R03"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"25/3/2022, 3:06 pm"	Confirmed	"Incoming call"		"3 minutes"		"Shaun Soria "		
	Operation	"25/3/2022, 2:41 pm"	Confirmed	"form Chelsea regarding 7925-7927 PO 352/0000181752"		"4 minutes"	"7925-7927 Star of the Sea College Heritage Wing"	"Shaun Soria "		
	Operation	"25/3/2022, 2:35 pm"	Confirmed	"resolving 7925-7927"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Logistics	"25/3/2022, 2:30 pm"	Confirmed	"Quick catch up with Barry for logistics"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"25/3/2022, 1:45 pm"	Confirmed	"Account pt2"		"45 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Meeting	"25/3/2022, 1:15 pm"	Confirmed	"OKR meeting"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"25/3/2022, 1:12 pm"	Confirmed	"OKR Meeting"		"25 minutes"		"Lourdes Ordonez"		
	Operation	"25/3/2022, 1:00 pm"	Confirmed	"Helping factory team with labels"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	SRO	"25/3/2022, 12:45 pm"	Confirmed	"Confirming the conversion of side taps from John Guest to Flexi "		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"25/3/2022, 12:15 pm"	Confirmed	"lunch break"		"30 minutes"		"Shaun Soria "		
	Report	"25/3/2022, 11:30 am"	Confirmed	"Working on report Pt1"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	📊Accounts	"25/3/2022, 11:15 am"	Confirmed	"accounts pt1"		"15 minutes"	"AC00 Accounts Management"	"Shaun Soria "		
	Operation	"25/3/2022, 11:15 am"	Confirmed	"Call from Luke Thomas Lynch"		"2 minutes"	"Luke Thomas Lynch"	"Shaun Soria "		
	SRO	"25/3/2022, 11:00 am"	Confirmed	"Meeting with Jenny regarding SRO830 and SRO827"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"25/3/2022, 10:51 am"	Confirmed	"Incoming call"		"2 minutes"		"Shaun Soria "		
	SRO	"25/3/2022, 10:50 am"	Confirmed	"working on SRO827"		"10 minutes"	"SRO827 Reece - St Kilda"	"Shaun Soria "		
	SRO	"25/3/2022, 10:40 am"	Confirmed	"Meeting with Henry regarding SRO"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"25/3/2022, 10:15 am"	Confirmed	"Emails catching up"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"25/3/2022, 10:00 am"	Confirmed	"Catching up with Awards"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"24/3/2022, 6:30 pm"	Confirmed	"Awards Night"		"4 hours"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"24/3/2022, 1:00 pm"	Confirmed	"working on Berkeley"		"20 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Meeting	"24/3/2022, 12:30 pm"	Cancelled	"Productions Meeting"		"1 hour"		"Lourdes Ordonez"		
	IT	"24/3/2022, 12:20 pm"	Confirmed	"Trying to fix Daylite "		"40 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	IT	"24/3/2022, 12:10 pm"	Confirmed	"call from nextGen"		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"24/3/2022, 12:00 pm"	Confirmed	"Catching up emails"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"24/3/2022, 11:15 am"	Confirmed	"meeting with Ari and Jenny regarding Lucille"		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"24/3/2022, 11:00 am"	Cancelled	"Ops Meeting"		"1 hour"		"Lourdes Ordonez"		
	Operation	"24/3/2022, 11:00 am"	Confirmed	"Helping Barry with the Laser"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"24/3/2022, 10:15 am"	Confirmed	"Resolving 7901-7905 "		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"24/3/2022, 10:05 am"	Confirmed	"meeting with Shane regarding the awards night"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"24/3/2022, 10:00 am"	Confirmed	"Meeting with Barry regarding 7409"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"23/3/2022, 4:45 pm"	Confirmed	"Monday Reporting"		"50 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"23/3/2022, 4:30 pm"	Confirmed	"working on Berkeley Order"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Report	"23/3/2022, 4:00 pm"	Confirmed	"working on Monday report "		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	HR	"23/3/2022, 3:45 pm"	Confirmed	"Meeting with Joanne HR"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 3:30 pm"	Confirmed	"Meeting with Daniel regarding outside lamp and ID345 ID346"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 2:45 pm"	Confirmed	"meeting with Des regarding Monday and Report tracking"		"45 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 2:20 pm"	Confirmed	"Training for water compressor with Factory Team"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 2:11 pm"	Confirmed	"Called Gareth"			"Gareth, Berkeley Engineering"	"Shaun Soria "		
	Operation	"23/3/2022, 2:11 pm"	Confirmed	"Called Gareth"		"3 minutes"	"Gareth, Berkeley Engineering"	"Shaun Soria "		
	Operation	"23/3/2022, 1:57 pm"	Confirmed	"Called Gareth"		"1 minute"	"Gareth, Berkeley Engineering"	"Shaun Soria "		
	Operation	"23/3/2022, 1:45 pm"	Confirmed	"meeting with Shane regarding 7901-7905 and 7374 inmould graphics"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"23/3/2022, 1:40 pm"	Confirmed	"Meeting with Brendan"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 1:30 pm"	Confirmed	"working on the Batch Test Release"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 1:15 pm"	Confirmed	"Resolving issue for 7901-7905 & 7374"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	"Lunch Break"	"23/3/2022, 12:45 pm"	Confirmed	"lunch break"		"30 minutes"		"Shaun Soria "		
	Meeting	"23/3/2022, 12:15 pm"	Confirmed	"OKR Meeting"		"45 minutes"		"Lourdes Ordonez"		
	Operation	"23/3/2022, 12:10 pm"	Confirmed	"OKR meeting"		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 11:55 am"	Confirmed	"working on 7374 resolution with Shane and Jenny"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 11:45 am"	Confirmed	"Meeting with David regarding artwork and sewer exhaust"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 11:25 am"	Confirmed	"working on Google sheet for the pressure testing schedule"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 11:15 am"	Confirmed	"Meeting with Jenny regarding 7374-7376"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Meeting	"23/3/2022, 10:50 am"	Confirmed	"Meeting with Joanne regarding OHS documents"		"25 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	SRO	"23/3/2022, 10:40 am"	Confirmed	"Meeting with Henry regarding Condensation issues SRO"		"10 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 10:20 am"	Confirmed	"meeting with Jenny regarding 7374-7376"		"20 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 10:15 am"	Confirmed	"Meeting with Shane"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"23/3/2022, 10:00 am"	Confirmed	"Catching up Emails"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"22/3/2022, 5:15 pm"	Confirmed	"Imperial carton prices"		"15 minutes"		"Shaun Soria "		
	IT	"22/3/2022, 5:00 pm"	Confirmed	"Working on NZ server with Enoch "		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"22/3/2022, 4:25 pm"	Confirmed	"Looking into the OHS documents on Google Drive "		"35 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	SRO	"22/3/2022, 4:20 pm"	Confirmed	"meeting with Henry regarding SRO"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"22/3/2022, 4:05 pm"	Confirmed	"working on AS 1428.2: 1992 Admin"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"22/3/2022, 4:00 pm"	Confirmed	"Incoming call"		"3 minutes"		"Shaun Soria "		
	Operation	"22/3/2022, 4:00 pm"	Confirmed	"Helping Henry with Filters"		"5 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Procurement	"22/3/2022, 3:45 pm"	Confirmed	" Receiving BWT orders"		"15 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"22/3/2022, 3:00 pm"	Confirmed	"Working on Abbe and Imperial Cartons"		"45 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Operation	"22/3/2022, 2:30 pm"	Confirmed	"Meeting with Lee regarding the AU Filters"		"30 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Report	"22/3/2022, 1:45 pm"	Confirmed	"Internet Report"		"45 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
	Operation	"22/3/2022, 1:36 pm"	Confirmed	"Call from Lee Yelland"		"1 minute"	"Lee Yelland, Water Filter Service Company"	"Shaun Soria "		
	Procurement	"22/3/2022, 1:30 pm"	Confirmed	"Resolving R44 - reliance / JG order"		"10 minutes"	"Proc01 - Procurement of Goods for Manufacturing"	"Shaun Soria "		
	Procurement	"22/3/2022, 1:00 pm"	Confirmed	"checking stock "		"25 minutes"		"Shaun Soria "		
	Report	"22/3/2022, 12:20 pm"	Confirmed	"working on report pt2 "		"40 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"22/3/2022, 12:10 pm"	Confirmed	"Incoming call"		"5 minutes"		"Shaun Soria "		
	Operation	"22/3/2022, 12:05 pm"	Confirmed	"working on Australian filters"		"15 minutes"	"OP00 Operation and Logistic task"	"Shaun Soria "		
	Operation	"22/3/2022, 12:02 pm"	Confirmed	"Incoming call"		"1 minute"		"Shaun Soria "		
	IT	"22/3/2022, 11:55 am"	Confirmed	"working on nexgen"		"10 minutes"	"IT00 General Maintenance"	"Shaun Soria "		
